Employee Name,Manager Name,Email,Date of Hire,Store,Shift Start,Shift End,Station,Hourly Pay Rate
"Woods, Marcus","Cooper, Robert",marcus.woods@abcfoodmart.com,4/1/2024,ABC Foodmart - Bay Ridge,2/27/2025 0:00,2/27/2025 0:00,fresh produce,14.85
"Manning, Maria","Farrell, Christopher",maria.manning@abcfoodmart.com,11/16/2022,ABC Foodmart - Staten Island,2/8/2024 0:00,2/8/2024 0:00,meats,13.42
"Chen, Kathleen","Ellis, Grant",kathleen.chen@abcfoodmart.com,2/3/2024,ABC Foodmart - Tribeca,12/3/2024 0:00,12/3/2024 0:00,meats,18.31
"Thompson, Matthew","Cooper, Robert",matthew.thompson@abcfoodmart.com,4/22/2022,ABC Foodmart - Bay Ridge,5/15/2023 0:00,5/15/2023 0:00,frozen foods,18
"Horton, Mark","Hoffman, Tina",mark.horton@abcfoodmart.com,2/14/2023,ABC Foodmart - DUMBO,11/14/2023 0:00,11/14/2023 0:00,seafood,17.26
"Waters, Julie","Flores, Angela",julie.waters@abcfoodmart.com,5/20/2023,ABC Foodmart - Whitestone,6/28/2024 0:00,6/28/2024 0:00,dry goods,15.02
"Werner, Kara","Ellis, Grant",kara.werner@abcfoodmart.com,10/12/2023,ABC Foodmart - Tribeca,5/12/2025 0:00,5/12/2025 0:00,cashier,12.84
"Martin, Monica","Flores, Angela",monica.martin@abcfoodmart.com,11/23/2023,ABC Foodmart - Whitestone,6/25/2025 0:00,6/25/2025 0:00,cashier,19.16
"Pena, Johnathan","Cooper, Robert",johnathan.pena@abcfoodmart.com,2/22/2023,ABC Foodmart - Bay Ridge,3/13/2024 0:00,3/13/2024 0:00,dry goods,17.39
"Wood, Joshua","Farrell, Christopher",joshua.wood@abcfoodmart.com,11/26/2022,ABC Foodmart - Staten Island,6/9/2024 0:00,6/9/2024 0:00,dairy,14.64
"Foster, Kenneth","Ellis, Grant",kenneth.foster@abcfoodmart.com,4/23/2023,ABC Foodmart - Tribeca,7/15/2024 0:00,7/15/2024 0:00,cashier,12.72
"Sosa, David","Farrell, Christopher",david.sosa@abcfoodmart.com,7/27/2023,ABC Foodmart - Staten Island,11/26/2024 0:00,11/26/2024 0:00,pharmacy,15.9
"Johnson, Samantha","Farrell, Christopher",samantha.johnson@abcfoodmart.com,1/16/2023,ABC Foodmart - Staten Island,7/19/2024 0:00,7/19/2024 0:00,bakery,16.05
"Kramer, Veronica","Flores, Angela",veronica.kramer@abcfoodmart.com,3/28/2023,ABC Foodmart - Whitestone,7/1/2024 0:00,7/1/2024 0:00,meats,12.2
"Durham, Denise","Hoffman, Tina",denise.durham@abcfoodmart.com,10/24/2022,ABC Foodmart - DUMBO,1/31/2024 0:00,1/31/2024 0:00,meats,18
"Moon, James","Farrell, Christopher",james.moon@abcfoodmart.com,10/20/2023,ABC Foodmart - Staten Island,10/16/2024 0:00,10/16/2024 0:00,meats,17.77
"Love, Thomas","Farrell, Christopher",thomas.love@abcfoodmart.com,2/18/2024,ABC Foodmart - Staten Island,5/29/2025 0:00,5/29/2025 0:00,customer service,16.52
"Hull, Shane","Cooper, Robert",shane.hull@abcfoodmart.com,1/9/2024,ABC Foodmart - Bay Ridge,5/2/2025 0:00,5/2/2025 0:00,meats,12.14
"Bryan, Mr.","Flores, Angela",mr..bryan@abcfoodmart.com,8/26/2023,ABC Foodmart - Whitestone,12/28/2024 0:00,12/28/2024 0:00,seafood,19.33
"Burns, Kendra","Farrell, Christopher",kendra.burns@abcfoodmart.com,12/13/2022,ABC Foodmart - Staten Island,3/5/2024 0:00,3/5/2024 0:00,cashier,14.33
"Love, Thomas","Cooper, Robert",thomas.love@abcfoodmart.com,2/18/2024,ABC Foodmart - Bay Ridge,6/17/2025 0:00,6/17/2025 0:00,frozen foods,12.42
"Henderson, Nancy","Farrell, Christopher",nancy.henderson@abcfoodmart.com,12/30/2023,ABC Foodmart - Staten Island,11/11/2024 0:00,11/11/2024 0:00,meats,12.01
"Campbell, Brittany","Cooper, Robert",brittany.campbell@abcfoodmart.com,3/25/2023,ABC Foodmart - Bay Ridge,5/13/2024 0:00,5/13/2024 0:00,frozen foods,19.65
"Pena, Johnathan","Farrell, Christopher",johnathan.pena@abcfoodmart.com,2/22/2023,ABC Foodmart - Staten Island,3/28/2024 0:00,3/28/2024 0:00,meats,19.16
"Chambers, Jeffrey","Hoffman, Tina",jeffrey.chambers@abcfoodmart.com,9/29/2022,ABC Foodmart - DUMBO,10/17/2023 0:00,10/17/2023 0:00,cashier,16.73
"Jacobs, Brenda","Cooper, Robert",brenda.jacobs@abcfoodmart.com,2/9/2024,ABC Foodmart - Bay Ridge,3/2/2025 0:00,3/2/2025 0:00,seafood,12.55
"Nguyen, Richard","Farrell, Christopher",richard.nguyen@abcfoodmart.com,9/27/2022,ABC Foodmart - Staten Island,12/12/2023 0:00,12/12/2023 0:00,meats,14.93
"Frederick, Evan","Flores, Angela",evan.frederick@abcfoodmart.com,2/24/2023,ABC Foodmart - Whitestone,11/28/2023 0:00,11/28/2023 0:00,meats,17.03
"Wells, Monica","Cooper, Robert",monica.wells@abcfoodmart.com,3/12/2024,ABC Foodmart - Bay Ridge,3/23/2025 0:00,3/23/2025 0:00,customer service,16.97
"Horton, Mark","Ellis, Grant",mark.horton@abcfoodmart.com,2/14/2023,ABC Foodmart - Tribeca,12/10/2023 0:00,12/10/2023 0:00,floral,15.89
"Glover, Michelle","Ellis, Grant",michelle.glover@abcfoodmart.com,8/25/2022,ABC Foodmart - Tribeca,12/20/2023 0:00,12/20/2023 0:00,customer service,15.16
"Durham, Denise","Hoffman, Tina",denise.durham@abcfoodmart.com,10/24/2022,ABC Foodmart - DUMBO,2/2/2024 0:00,2/2/2024 0:00,dairy,13.99
"Chambers, Jeffrey","Flores, Angela",jeffrey.chambers@abcfoodmart.com,9/29/2022,ABC Foodmart - Whitestone,10/18/2023 0:00,10/18/2023 0:00,floral,15.06
"Vasquez, Peter","Cooper, Robert",peter.vasquez@abcfoodmart.com,1/5/2023,ABC Foodmart - Bay Ridge,2/18/2024 0:00,2/18/2024 0:00,fresh produce,12.69
"Williams, Michael","Flores, Angela",michael.williams@abcfoodmart.com,6/11/2023,ABC Foodmart - Whitestone,8/7/2024 0:00,8/7/2024 0:00,customer service,13.11
"Wells, Monica","Ellis, Grant",monica.wells@abcfoodmart.com,3/12/2024,ABC Foodmart - Tribeca,4/13/2025 0:00,4/13/2025 0:00,frozen foods,19.6
"Jackson, Michael","Hoffman, Tina",michael.jackson@abcfoodmart.com,10/31/2022,ABC Foodmart - DUMBO,11/20/2023 0:00,11/20/2023 0:00,frozen foods,13.83
"Ellis, Lauren","Ellis, Grant",lauren.ellis@abcfoodmart.com,10/22/2022,ABC Foodmart - Tribeca,1/6/2024 0:00,1/6/2024 0:00,seafood,19.39
"Smith, Diana","Flores, Angela",diana.smith@abcfoodmart.com,5/31/2023,ABC Foodmart - Whitestone,8/15/2024 0:00,8/15/2024 0:00,dry goods,13.84
"Hull, Shane","Flores, Angela",shane.hull@abcfoodmart.com,1/9/2024,ABC Foodmart - Whitestone,5/29/2025 0:00,5/29/2025 0:00,meats,15.23
"Kramer, Veronica","Flores, Angela",veronica.kramer@abcfoodmart.com,3/28/2023,ABC Foodmart - Whitestone,7/27/2024 0:00,7/27/2024 0:00,fresh produce,14.93
"Alvarez, Brenda","Ellis, Grant",brenda.alvarez@abcfoodmart.com,11/16/2023,ABC Foodmart - Tribeca,2/15/2025 0:00,2/15/2025 0:00,dairy,12.51
"Jordan, Carla","Farrell, Christopher",carla.jordan@abcfoodmart.com,12/17/2023,ABC Foodmart - Staten Island,12/2/2024 0:00,12/2/2024 0:00,floral,18.89
"Thompson, Matthew","Cooper, Robert",matthew.thompson@abcfoodmart.com,4/22/2022,ABC Foodmart - Bay Ridge,5/21/2023 0:00,5/21/2023 0:00,deli,17.05
"Jones, Michael","Ellis, Grant",michael.jones@abcfoodmart.com,1/19/2023,ABC Foodmart - Tribeca,12/10/2023 0:00,12/10/2023 0:00,frozen foods,19.16
"Shah, Amanda","Cooper, Robert",amanda.shah@abcfoodmart.com,10/7/2023,ABC Foodmart - Bay Ridge,11/16/2024 0:00,11/16/2024 0:00,pharmacy,19.11
"Werner, Kara","Flores, Angela",kara.werner@abcfoodmart.com,10/12/2023,ABC Foodmart - Whitestone,5/14/2025 0:00,5/14/2025 0:00,dairy,15.84
"Brooks, Renee","Cooper, Robert",renee.brooks@abcfoodmart.com,7/15/2023,ABC Foodmart - Bay Ridge,10/9/2024 0:00,10/9/2024 0:00,seafood,12.4
"Moore, Jason","Farrell, Christopher",jason.moore@abcfoodmart.com,7/11/2023,ABC Foodmart - Staten Island,7/4/2024 0:00,7/4/2024 0:00,dry goods,19.18
"Moon, James","Hoffman, Tina",james.moon@abcfoodmart.com,10/20/2023,ABC Foodmart - DUMBO,11/8/2024 0:00,11/8/2024 0:00,seafood,14.67
"Love, Thomas","Ellis, Grant",thomas.love@abcfoodmart.com,2/18/2024,ABC Foodmart - Tribeca,7/15/2025 0:00,7/15/2025 0:00,dry goods,13.71
"Pena, Johnathan","Cooper, Robert",johnathan.pena@abcfoodmart.com,2/22/2023,ABC Foodmart - Bay Ridge,3/31/2024 0:00,3/31/2024 0:00,frozen foods,12.83
"White, Kenneth","Ellis, Grant",kenneth.white@abcfoodmart.com,1/22/2023,ABC Foodmart - Tribeca,11/23/2024 0:00,11/23/2024 0:00,frozen foods,13.76
"Davis, Jennifer","Farrell, Christopher",jennifer.davis@abcfoodmart.com,11/3/2023,ABC Foodmart - Staten Island,4/18/2025 0:00,4/18/2025 0:00,bakery,12.19
"Horton, Ashley","Farrell, Christopher",ashley.horton@abcfoodmart.com,1/24/2024,ABC Foodmart - Staten Island,5/15/2025 0:00,5/15/2025 0:00,customer service,15.73
"Horton, Mark","Ellis, Grant",mark.horton@abcfoodmart.com,2/14/2023,ABC Foodmart - Tribeca,12/30/2023 0:00,12/30/2023 0:00,meats,12.93
"Jacobs, Brenda","Flores, Angela",brenda.jacobs@abcfoodmart.com,2/9/2024,ABC Foodmart - Whitestone,3/20/2025 0:00,3/20/2025 0:00,meats,19.74
"Warren, Timothy","Ellis, Grant",timothy.warren@abcfoodmart.com,12/27/2022,ABC Foodmart - Tribeca,8/22/2024 0:00,8/22/2024 0:00,floral,15.31
"Walls, Kristen","Hoffman, Tina",kristen.walls@abcfoodmart.com,2/10/2023,ABC Foodmart - DUMBO,2/4/2024 0:00,2/4/2024 0:00,dairy,18.04
"Thompson, Matthew","Flores, Angela",matthew.thompson@abcfoodmart.com,4/22/2022,ABC Foodmart - Whitestone,5/22/2023 0:00,5/22/2023 0:00,meats,19.67
"Wood, Joshua","Cooper, Robert",joshua.wood@abcfoodmart.com,11/26/2022,ABC Foodmart - Bay Ridge,7/2/2024 0:00,7/2/2024 0:00,deli,12.27
"Moore, Jason","Ellis, Grant",jason.moore@abcfoodmart.com,7/11/2023,ABC Foodmart - Tribeca,7/29/2024 0:00,7/29/2024 0:00,frozen foods,13.32
"Eric, Mr.","Hoffman, Tina",mr..eric@abcfoodmart.com,9/2/2022,ABC Foodmart - DUMBO,7/14/2023 0:00,7/14/2023 0:00,customer service,19.55
"Colon, Lindsey","Hoffman, Tina",lindsey.colon@abcfoodmart.com,2/16/2023,ABC Foodmart - DUMBO,8/19/2024 0:00,8/19/2024 0:00,seafood,15.86
"Campbell, Brittany","Hoffman, Tina",brittany.campbell@abcfoodmart.com,3/25/2023,ABC Foodmart - DUMBO,5/14/2024 0:00,5/14/2024 0:00,pharmacy,16.41
"Wood, Joshua","Farrell, Christopher",joshua.wood@abcfoodmart.com,11/26/2022,ABC Foodmart - Staten Island,7/7/2024 0:00,7/7/2024 0:00,deli,17.12
"Long, Kirsten","Cooper, Robert",kirsten.long@abcfoodmart.com,2/24/2024,ABC Foodmart - Bay Ridge,6/23/2025 0:00,6/23/2025 0:00,deli,14.3
"Alvarez, Brenda","Farrell, Christopher",brenda.alvarez@abcfoodmart.com,11/16/2023,ABC Foodmart - Staten Island,3/9/2025 0:00,3/9/2025 0:00,floral,13.65
"Woods, Marcus","Hoffman, Tina",marcus.woods@abcfoodmart.com,4/1/2024,ABC Foodmart - DUMBO,3/22/2025 0:00,3/22/2025 0:00,customer service,13.32
"Smith, Diana","Farrell, Christopher",diana.smith@abcfoodmart.com,5/31/2023,ABC Foodmart - Staten Island,8/26/2024 0:00,8/26/2024 0:00,pharmacy,15.8
"Bennett, Alec","Flores, Angela",alec.bennett@abcfoodmart.com,10/3/2023,ABC Foodmart - Whitestone,7/15/2024 0:00,7/15/2024 0:00,floral,13.24
"Jones, Evelyn","Ellis, Grant",evelyn.jones@abcfoodmart.com,2/25/2024,ABC Foodmart - Tribeca,5/6/2025 0:00,5/6/2025 0:00,cashier,19.71
"Nguyen, Richard","Ellis, Grant",richard.nguyen@abcfoodmart.com,9/27/2022,ABC Foodmart - Tribeca,12/26/2023 0:00,12/26/2023 0:00,dairy,12.32
"Hughes, Christopher","Hoffman, Tina",christopher.hughes@abcfoodmart.com,9/1/2022,ABC Foodmart - DUMBO,1/22/2024 0:00,1/22/2024 0:00,cashier,13.53
"Brown, Lisa","Flores, Angela",lisa.brown@abcfoodmart.com,8/18/2022,ABC Foodmart - Whitestone,10/23/2023 0:00,10/23/2023 0:00,dry goods,14.82
"Sosa, David","Farrell, Christopher",david.sosa@abcfoodmart.com,7/27/2023,ABC Foodmart - Staten Island,12/20/2024 0:00,12/20/2024 0:00,bakery,19.7
"Thomas, Robert","Ellis, Grant",robert.thomas@abcfoodmart.com,5/18/2022,ABC Foodmart - Tribeca,1/30/2024 0:00,1/30/2024 0:00,seafood,17.66
"Garcia, Sarah","Flores, Angela",sarah.garcia@abcfoodmart.com,12/14/2022,ABC Foodmart - Whitestone,4/10/2024 0:00,4/10/2024 0:00,seafood,12.83
"Shah, Amanda","Farrell, Christopher",amanda.shah@abcfoodmart.com,10/7/2023,ABC Foodmart - Staten Island,12/2/2024 0:00,12/2/2024 0:00,deli,16.41
"Pena, Johnathan","Hoffman, Tina",johnathan.pena@abcfoodmart.com,2/22/2023,ABC Foodmart - DUMBO,4/29/2024 0:00,4/29/2024 0:00,seafood,17.47
"Nguyen, Richard","Ellis, Grant",richard.nguyen@abcfoodmart.com,9/27/2022,ABC Foodmart - Tribeca,1/18/2024 0:00,1/18/2024 0:00,seafood,18.29
"Moyer, Steven","Ellis, Grant",steven.moyer@abcfoodmart.com,12/26/2022,ABC Foodmart - Tribeca,8/29/2023 0:00,8/29/2023 0:00,bakery,19.88
"Hayes, Brandon","Ellis, Grant",brandon.hayes@abcfoodmart.com,9/28/2022,ABC Foodmart - Tribeca,10/12/2023 0:00,10/12/2023 0:00,frozen foods,18.81
"Tate, Harry","Ellis, Grant",harry.tate@abcfoodmart.com,9/18/2022,ABC Foodmart - Tribeca,11/30/2023 0:00,11/30/2023 0:00,frozen foods,13.41
"Hughes, Christopher","Flores, Angela",christopher.hughes@abcfoodmart.com,9/1/2022,ABC Foodmart - Whitestone,2/19/2024 0:00,2/19/2024 0:00,dairy,17.95
"Owens, Jeffrey","Farrell, Christopher",jeffrey.owens@abcfoodmart.com,5/3/2022,ABC Foodmart - Staten Island,3/9/2023 0:00,3/9/2023 0:00,frozen foods,14.66
"Moyer, Steven","Ellis, Grant",steven.moyer@abcfoodmart.com,12/26/2022,ABC Foodmart - Tribeca,9/22/2023 0:00,9/22/2023 0:00,dry goods,14.99
"Mckinney, Marcus","Ellis, Grant",marcus.mckinney@abcfoodmart.com,8/14/2022,ABC Foodmart - Tribeca,3/1/2024 0:00,3/1/2024 0:00,meats,12.6
"Myers, Gary","Flores, Angela",gary.myers@abcfoodmart.com,10/13/2023,ABC Foodmart - Whitestone,8/18/2024 0:00,8/18/2024 0:00,seafood,14.29
"Bennett, Alec","Farrell, Christopher",alec.bennett@abcfoodmart.com,10/3/2023,ABC Foodmart - Staten Island,7/17/2024 0:00,7/17/2024 0:00,pharmacy,15.02
"Ellis, Lauren","Flores, Angela",lauren.ellis@abcfoodmart.com,10/22/2022,ABC Foodmart - Whitestone,1/26/2024 0:00,1/26/2024 0:00,bakery,15.89
"Walls, Kristen","Flores, Angela",kristen.walls@abcfoodmart.com,2/10/2023,ABC Foodmart - Whitestone,2/14/2024 0:00,2/14/2024 0:00,deli,13.83
"Shah, Amanda","Hoffman, Tina",amanda.shah@abcfoodmart.com,10/7/2023,ABC Foodmart - DUMBO,12/3/2024 0:00,12/3/2024 0:00,bakery,12.93
"Burns, Kendra","Cooper, Robert",kendra.burns@abcfoodmart.com,12/13/2022,ABC Foodmart - Bay Ridge,4/1/2024 0:00,4/1/2024 0:00,frozen foods,17.39
"Mckinney, Marcus","Cooper, Robert",marcus.mckinney@abcfoodmart.com,8/14/2022,ABC Foodmart - Bay Ridge,3/14/2024 0:00,3/14/2024 0:00,floral,14.04
"Moyer, Steven","Flores, Angela",steven.moyer@abcfoodmart.com,12/26/2022,ABC Foodmart - Whitestone,10/5/2023 0:00,10/5/2023 0:00,deli,15.57
"Atkinson, Gary","Flores, Angela",gary.atkinson@abcfoodmart.com,5/24/2022,ABC Foodmart - Whitestone,8/26/2023 0:00,8/26/2023 0:00,fresh produce,17.09
"Sosa, David","Cooper, Robert",david.sosa@abcfoodmart.com,7/27/2023,ABC Foodmart - Bay Ridge,12/27/2024 0:00,12/27/2024 0:00,meats,17.4
"Glover, Michelle","Farrell, Christopher",michelle.glover@abcfoodmart.com,8/25/2022,ABC Foodmart - Staten Island,1/2/2024 0:00,1/2/2024 0:00,deli,13.49
"Blanchard, Ricky","Cooper, Robert",ricky.blanchard@abcfoodmart.com,5/23/2023,ABC Foodmart - Bay Ridge,7/10/2024 0:00,7/10/2024 0:00,fresh produce,13.78
"Jacobs, Brenda","Ellis, Grant",brenda.jacobs@abcfoodmart.com,2/9/2024,ABC Foodmart - Tribeca,3/23/2025 0:00,3/23/2025 0:00,bakery,16.05
"Wood, Joshua","Hoffman, Tina",joshua.wood@abcfoodmart.com,11/26/2022,ABC Foodmart - DUMBO,7/13/2024 0:00,7/13/2024 0:00,deli,13.09
"Marquez, Jeffrey","Ellis, Grant",jeffrey.marquez@abcfoodmart.com,2/19/2023,ABC Foodmart - Tribeca,4/9/2024 0:00,4/9/2024 0:00,deli,18.68
"Bennett, Alec","Farrell, Christopher",alec.bennett@abcfoodmart.com,10/3/2023,ABC Foodmart - Staten Island,7/21/2024 0:00,7/21/2024 0:00,customer service,18.91
"Colon, Lindsey","Farrell, Christopher",lindsey.colon@abcfoodmart.com,2/16/2023,ABC Foodmart - Staten Island,9/12/2024 0:00,9/12/2024 0:00,floral,18.09
"Campbell, Bethany","Hoffman, Tina",bethany.campbell@abcfoodmart.com,10/7/2023,ABC Foodmart - DUMBO,9/23/2024 0:00,9/23/2024 0:00,frozen foods,17.46
"White, Kenneth","Cooper, Robert",kenneth.white@abcfoodmart.com,1/22/2023,ABC Foodmart - Bay Ridge,12/10/2024 0:00,12/10/2024 0:00,cashier,18.52
"Nichols, Brandon","Farrell, Christopher",brandon.nichols@abcfoodmart.com,2/28/2024,ABC Foodmart - Staten Island,5/22/2025 0:00,5/22/2025 0:00,cashier,17.6
"Wells, Monica","Hoffman, Tina",monica.wells@abcfoodmart.com,3/12/2024,ABC Foodmart - DUMBO,5/1/2025 0:00,5/1/2025 0:00,bakery,12.73
"Nichols, Mitchell","Hoffman, Tina",mitchell.nichols@abcfoodmart.com,9/30/2022,ABC Foodmart - DUMBO,7/21/2023 0:00,7/21/2023 0:00,customer service,16.45
"Werner, Kara","Cooper, Robert",kara.werner@abcfoodmart.com,10/12/2023,ABC Foodmart - Bay Ridge,5/22/2025 0:00,5/22/2025 0:00,cashier,17.7
"Walters, Jay","Hoffman, Tina",jay.walters@abcfoodmart.com,12/17/2023,ABC Foodmart - DUMBO,8/30/2025 0:00,8/30/2025 0:00,dairy,13.48
"Love, Thomas","Ellis, Grant",thomas.love@abcfoodmart.com,2/18/2024,ABC Foodmart - Tribeca,8/9/2025 0:00,8/9/2025 0:00,floral,17.75
"Mckenzie, William","Flores, Angela",william.mckenzie@abcfoodmart.com,1/4/2023,ABC Foodmart - Whitestone,3/18/2024 0:00,3/18/2024 0:00,meats,17.38
"Garcia, Sarah","Flores, Angela",sarah.garcia@abcfoodmart.com,12/14/2022,ABC Foodmart - Whitestone,5/9/2024 0:00,5/9/2024 0:00,deli,19.8
"Day, Natasha","Cooper, Robert",natasha.day@abcfoodmart.com,8/2/2023,ABC Foodmart - Bay Ridge,6/16/2024 0:00,6/16/2024 0:00,seafood,16.56
"Gardner, Laura","Flores, Angela",laura.gardner@abcfoodmart.com,9/4/2023,ABC Foodmart - Whitestone,1/24/2025 0:00,1/24/2025 0:00,customer service,16.78
"Eric, Mr.","Cooper, Robert",mr..eric@abcfoodmart.com,9/2/2022,ABC Foodmart - Bay Ridge,8/1/2023 0:00,8/1/2023 0:00,frozen foods,12.82
"Bennett, Alec","Ellis, Grant",alec.bennett@abcfoodmart.com,10/3/2023,ABC Foodmart - Tribeca,8/14/2024 0:00,8/14/2024 0:00,dry goods,17.84
"Thompson, Andrea","Cooper, Robert",andrea.thompson@abcfoodmart.com,1/6/2023,ABC Foodmart - Bay Ridge,3/22/2024 0:00,3/22/2024 0:00,seafood,14.62
"Thompson, Andrea","Ellis, Grant",andrea.thompson@abcfoodmart.com,1/6/2023,ABC Foodmart - Tribeca,4/9/2024 0:00,4/9/2024 0:00,seafood,14.39
"Henderson, Nancy","Flores, Angela",nancy.henderson@abcfoodmart.com,12/30/2023,ABC Foodmart - Whitestone,12/3/2024 0:00,12/3/2024 0:00,seafood,17.31
"Davis, Jennifer","Ellis, Grant",jennifer.davis@abcfoodmart.com,11/3/2023,ABC Foodmart - Tribeca,5/11/2025 0:00,5/11/2025 0:00,customer service,14.97
"Smith, Brandy","Hoffman, Tina",brandy.smith@abcfoodmart.com,12/26/2023,ABC Foodmart - DUMBO,5/31/2025 0:00,5/31/2025 0:00,fresh produce,18.02
"Smith, Brandy","Hoffman, Tina",brandy.smith@abcfoodmart.com,12/26/2023,ABC Foodmart - DUMBO,6/14/2025 0:00,6/14/2025 0:00,floral,18.94
"Conrad, Frederick","Ellis, Grant",frederick.conrad@abcfoodmart.com,11/24/2023,ABC Foodmart - Tribeca,6/13/2025 0:00,6/13/2025 0:00,frozen foods,14.52
"Golden, Laurie","Ellis, Grant",laurie.golden@abcfoodmart.com,12/23/2023,ABC Foodmart - Tribeca,9/24/2024 0:00,9/24/2024 0:00,frozen foods,18.69
"Moon, James","Ellis, Grant",james.moon@abcfoodmart.com,10/20/2023,ABC Foodmart - Tribeca,11/22/2024 0:00,11/22/2024 0:00,meats,16.31
"Nguyen, Richard","Flores, Angela",richard.nguyen@abcfoodmart.com,9/27/2022,ABC Foodmart - Whitestone,2/8/2024 0:00,2/8/2024 0:00,fresh produce,13.78
"Love, Thomas","Ellis, Grant",thomas.love@abcfoodmart.com,2/18/2024,ABC Foodmart - Tribeca,8/30/2025 0:00,8/30/2025 0:00,cashier,17.37
"Jordan, Carla","Flores, Angela",carla.jordan@abcfoodmart.com,12/17/2023,ABC Foodmart - Whitestone,12/16/2024 0:00,12/16/2024 0:00,dry goods,15.09
"Shah, Amanda","Ellis, Grant",amanda.shah@abcfoodmart.com,10/7/2023,ABC Foodmart - Tribeca,12/28/2024 0:00,12/28/2024 0:00,floral,16.81
"Burns, Kendra","Farrell, Christopher",kendra.burns@abcfoodmart.com,12/13/2022,ABC Foodmart - Staten Island,4/27/2024 0:00,4/27/2024 0:00,deli,14.04
"Campbell, Brittany","Ellis, Grant",brittany.campbell@abcfoodmart.com,3/25/2023,ABC Foodmart - Tribeca,5/27/2024 0:00,5/27/2024 0:00,customer service,16.92
"Campbell, Brittany","Hoffman, Tina",brittany.campbell@abcfoodmart.com,3/25/2023,ABC Foodmart - DUMBO,6/16/2024 0:00,6/16/2024 0:00,cashier,16.92
"Riley, Ashley","Cooper, Robert",ashley.riley@abcfoodmart.com,8/17/2022,ABC Foodmart - Bay Ridge,1/23/2024 0:00,1/23/2024 0:00,cashier,15.91
"Smith, Brandy","Ellis, Grant",brandy.smith@abcfoodmart.com,12/26/2023,ABC Foodmart - Tribeca,6/21/2025 0:00,6/21/2025 0:00,fresh produce,19.37
"Randolph, Emily","Farrell, Christopher",emily.randolph@abcfoodmart.com,3/9/2023,ABC Foodmart - Staten Island,4/29/2024 0:00,4/29/2024 0:00,seafood,12.24
"Bryan, Mr.","Hoffman, Tina",mr..bryan@abcfoodmart.com,8/26/2023,ABC Foodmart - DUMBO,1/2/2025 0:00,1/2/2025 0:00,pharmacy,17.35
"Jessica, Ms.","Flores, Angela",ms..jessica@abcfoodmart.com,6/10/2022,ABC Foodmart - Whitestone,9/7/2023 0:00,9/7/2023 0:00,frozen foods,14.84
"Werner, Kara","Ellis, Grant",kara.werner@abcfoodmart.com,10/12/2023,ABC Foodmart - Tribeca,5/26/2025 0:00,5/26/2025 0:00,dry goods,15.19
"Galvan, Lori","Ellis, Grant",lori.galvan@abcfoodmart.com,5/24/2022,ABC Foodmart - Tribeca,6/16/2023 0:00,6/16/2023 0:00,cashier,16.92
"Kerr, Jason","Cooper, Robert",jason.kerr@abcfoodmart.com,11/21/2022,ABC Foodmart - Bay Ridge,3/15/2024 0:00,3/15/2024 0:00,dry goods,19.42
"Jessica, Ms.","Hoffman, Tina",ms..jessica@abcfoodmart.com,6/10/2022,ABC Foodmart - DUMBO,9/22/2023 0:00,9/22/2023 0:00,seafood,18.12
"Eric, Mr.","Cooper, Robert",mr..eric@abcfoodmart.com,9/2/2022,ABC Foodmart - Bay Ridge,8/5/2023 0:00,8/5/2023 0:00,fresh produce,17.35
"Brown, Lisa","Hoffman, Tina",lisa.brown@abcfoodmart.com,8/18/2022,ABC Foodmart - DUMBO,10/31/2023 0:00,10/31/2023 0:00,cashier,19.15
"Owens, Jeffrey","Ellis, Grant",jeffrey.owens@abcfoodmart.com,5/3/2022,ABC Foodmart - Tribeca,3/10/2023 0:00,3/10/2023 0:00,cashier,17.27
"Moore, Jason","Hoffman, Tina",jason.moore@abcfoodmart.com,7/11/2023,ABC Foodmart - DUMBO,8/2/2024 0:00,8/2/2024 0:00,pharmacy,16.5
"Thompson, Andrea","Flores, Angela",andrea.thompson@abcfoodmart.com,1/6/2023,ABC Foodmart - Whitestone,4/13/2024 0:00,4/13/2024 0:00,cashier,19.22
"Pena, Johnathan","Flores, Angela",johnathan.pena@abcfoodmart.com,2/22/2023,ABC Foodmart - Whitestone,5/3/2024 0:00,5/3/2024 0:00,meats,18.55
"Spears, Erin","Farrell, Christopher",erin.spears@abcfoodmart.com,7/30/2023,ABC Foodmart - Staten Island,12/15/2024 0:00,12/15/2024 0:00,cashier,15.98
"Warren, Timothy","Farrell, Christopher",timothy.warren@abcfoodmart.com,12/27/2022,ABC Foodmart - Staten Island,9/18/2024 0:00,9/18/2024 0:00,seafood,17.91
"Riley, Ashley","Farrell, Christopher",ashley.riley@abcfoodmart.com,8/17/2022,ABC Foodmart - Staten Island,2/17/2024 0:00,2/17/2024 0:00,dry goods,12.43
"Owens, Jeffrey","Flores, Angela",jeffrey.owens@abcfoodmart.com,5/3/2022,ABC Foodmart - Whitestone,3/30/2023 0:00,3/30/2023 0:00,deli,18.18
"Horton, Ashley","Farrell, Christopher",ashley.horton@abcfoodmart.com,1/24/2024,ABC Foodmart - Staten Island,5/19/2025 0:00,5/19/2025 0:00,frozen foods,13.89
"Vasquez, Peter","Cooper, Robert",peter.vasquez@abcfoodmart.com,1/5/2023,ABC Foodmart - Bay Ridge,3/2/2024 0:00,3/2/2024 0:00,meats,14.47
